text,comment
عالیه ...,0
سلام بچه‌ها بنظرتون با رتبه 5000 در منطقه 1 رشته ریاضی ایا همه رشته‌های مدیریت‌ها رو دانشگاه تهران یا شهید بهشتی میارم؟ لطفا اگه میدونید کمک کنید ممنون❤️🤕🤕,1
دوست عزیز اصلن معلوم نیست بستگی به سایر داوطلبان داره اگه اونا مدیریت تهران رو کمتر انتخاب کنن، شانس قبولی تو بالاتره,0
الان مثلا ما بهت بگیم میشه یعنی صد در صد قبول میشی؟😐😐😐,0
خیر نمیارید,0
کسی نیست کمک کنه؟ اروخدا واقعا بهش نیاز دارم!,0
سلام دوستان عزیز...امیدوارم همتون به اون رتبه دلخواهتون رسیده باشین‌.سوالی داشتم‌خواستم بپرسم که بارتبه4798 وتراز 7904 میتونم دبیری ریاضی قبول بشم‌؟جواب بدین ممنون میشم🙏🙏🌷راسی منطقه 1 هستم,1
سلام ب نظرتون با 4000ریاضی امسال دبیری فیزیک قبول میشم؟,1
اره عزیز 3500 تا میگیرن امسال حتماا حتماا شانستو امتحان کن😄,0
یه سوال وقتی یه نفر رتبه کنکور را میپرسه باید رتبه تو منطقه 1 را بگیم یا کشوری؟😂,1
رتبه‌ی منطقه مهمه.,0
چرا نتایج نمیاد,1
سلام به همه /دوستان اگه مایل بودید درصد هاتونو بذارید /همش درصد‌های تجربی هارو میبینم اما ریاضی‌ها خیلی کمه,1
سلام‌دوستان از اونجایی که درصد منطقه 3 خیلی کم گذاشتن دوستان گفتم من بزارن اگه تونستید نظر بدید رتبه چند میارم 😅 ادبیات 14 عربی 12 دینی 64 زبان 72 ریاضی 0 فیزیک 11 شیمی 17,1
سلام /احتمال بالا 2000 تا 2500,0
فارسی 15 عربی 30 دینی 40 زبان 0 ریاضی 6 فیزیک 10 شیمی 4 درصد تو کنکور ریاضی منطقه دو چه رتبه ای میارم؟,1
تخمین که نمدونم چه قد میشه روش حساب باز کرد ولی فک کنم تقریبا 7500 اینا,0
دوستان کسی هست یا میشناسین که مطمئن باشه رتبه کشوریش زیر یا طرفای 500 میشه و شبیه این درصدا زده باشه؟ ادبیات 77 عربی 89 دینی 85 زبان 100 ریاضی 19 فیزیک 81 شیمی 54,1
فیزیک 81 ! چقدر مخ تو مملکت داریم!,0
رتبه کشوری یا منطقه 3 چند میاد؟ فارسی 60 عربی 70 دینی 78 زبان 78 ریاضی 14 فیزیک 57 شیمی 13,1
با 438 موافقم,0
100 تا 200,0
سلام دوست عزیز. من اصلا با نظر کاربر 33 دی موافق نیستم و به نظر من رتبه شما تو منطقه بین 200 تا 300 میاد. واقعا بعضیا خوبه یکم اول فکر کنن بعد نظر بدن! مدیر ثبت.,0
زیر2000منطقه,0
کنکور1400 سخت بود ولی دوستان نظرسنجی‌های کنکور 99 و 1400 رو ببینین،واقعا 99 سخت‌تر بوده،بچه‌های ریاضی امسال عمومی سحت به اون صورت نداشتن طبق نظرسنجی ها،ولی کنکور99 دوتا عمومی سخت بود و هرسه تا اختصاصی ام 50 درصد دشوارتر از حدانتظار گفتن.کنکر 1400 ریاضی غیر استاندارد بود و به شدت ولی فیزیک شیمی طبق نظرات از پارسال راحت‌تر بودن ی خرده.,1
اون نظراتی که بچه‌ها روی کنکور 99 گذاشتن بعد از کنکور 98 بوده برای همین خیلی شکه بودن و به نظرشون خیلی سخت و بالاتر از حد انتظار بوده ولی نظراتی که روی کنکور 1400 بوده بعد از کنکور 99 بوده و بچه‌ها سطح انتظارشون خیلی بالاتر بوده,0
منم موافقم پارسال کسی فکرشم نمیکرد سخت باشه کنکور ولی خیلی‌ها امسال خودشونو برا کنکور سخت اماده کرده بودن,0
چی گیر تو میاد؟....واقعا نمیفمم چرا اینا رو میگی چه عقده ای داری واقعا؟,0
به فرض که راحت‌تر بوده باشه...وقتی درس اول سخته تاثیر میذاره رو فیزیک شیمی,0
یا مَن اِسمُهُ دَواء وَ ذِکرُهُ شِفاء⭐️🌼(ای کسی که اسم اسمش دوا و ذکرش شفاست)⭐️🌼اَمَّن یُجیبُ المُظطَرَّ اِذا دَعاهُ وَ یَکشِفُ السوءَ⭐️🌼(ای کسی که اجابت میکند درمانده را هنگامی که او را دعا میکند،و سختی و بدی او را برطرف میکند)⭐️🌼سوره نمل آیه 62⭐️🌼لطفا سه بار بخونید،و برای ظهور امام زمان و همه بیمارها و حاجت روایی حاجت دارا دعا کنید⭐️🌼لطفا نشر بدید شاید یه روز ما به این دعا‌ها نیاز داشتیم خاهش میکنم⭐️🌼اگر خواستید برای خانواده من هم دعا کنید,1
الهی آمین,0
ب نظرتون با درصد‌های ادبیات 38 عربی58دینی 52زبان 65 ریاضی 8فیزیک 19شیمی 29 زیر 4000میشم توی منطقه 1؟,1
سلام با توجه به تخمین پارسال بله,0
ایشالله که بشی ولی فکر کنم حدود 5000 بشی,0
تخمین رتبه 99 رو امتحان کن. یه کوچولو رتبت بهتر از اون میشه,0
سلام خواهشا بگید با فارسی 5 درصد دینی 68 درصد عربی 50 زبان 0 ریاضی 0 شیمی 11 فیزیک 20 رتبه ام در منطقه 2 رشته ریاضی چند میشه,1
سلام 5تا 6 هزار,0
سلام خسته نباشید میتونم بپرسم در رشته‌ی ریاضی رتبه در منطقه 1 برای قبولی در مهندسی شیمی یا نفت در پردیس امیرکبیر حداکثر چند میتونه باشه ؟,1
سلام،داخل صفه تخمین رتبه برید دانشگاه رو انتخاب کنید میارا,0
سلام با درصدای ادبیات 40 عربی 65 دینی 75 زبان 55 ریاضی 15 فیزیک 50 شیمی 35 رتبه حدودی چند میشه؟ در منطقه 2,1
سلام درک میکنم،رتبت همون 600 تا 700 میشه نگران نباش فوقش یکم اینور اونور میشه (دیگه دست بالا 100 تا)رتبه خوبی میاری نگرانی نداره,0
دوست عزیز استرس باعث همه‌ی ایناس شرمنده اگه باعث ناراحتی شدم,0
سلام،دوست عزیز بدت نیاد،ولی شما واسه خیلیا میگی همچین رتبه ای میشی و تخمین میزنی ولی چرا واسه خودت تخمین نمیزنی؟!و دوست من ،من هر شب قبل خواب که چک میکنم کانون رو درصد زبانو ریاضیتو کمتر گقته بودی پاین‌تر و چند بار هم درصد هاتو گفتی،با نظر بقیه دوستان موافقم حدود 600 تا 700 میشی....موفق باشی,0
سلام من ریاضی منطقه دو هستم لطفا یه حدود رتبه بهم با این درصد‌ها بهم بدید ادبیات 70/عربی 58/دینی 79/زبان 85/ریاضی 13/فیزیک 20 الی 23/شیمی 37,1
حدود 1000 تا 1200,0
سلام زیر1000 که حتما میاری،و اگه حدودا بخوای باید 750 تا 850 باشه(که طرف همون هفتصدو خورده محتمل تره با توجه به تخمین پارسال حتی احتمال اینکه بهترهم بشه هست)،در کل رتبه خیلی خوبی میاری.مدیر ثبت,0
زیر 1000 که حتمی میاری،باید در حدود 750 تا 850 اینا بشی رتبه خیلی خوبی میاری قطعا در منطقه 2,0
سلام دوستان ریاضی منطقه1 با درصد‌های ادبیات64 عربی 60 دینی 83 زبان 45 ریاضی 14 فیزیک 25 شیمی صفر با توجه به سختی کنکور میشه زیر 5000 منطقه 1 آورد؟,1
سلام دوست عزیز. یه مقدار سخته ولی ممکنه بیاری. امیدوارم بهش برسی.,0
با فارسی 15 عربی 30 دینی 45 زبان 0 ریاضی 6 فیزیک 10 شیمی 9 درصد منطقه 2 چه رتبه ای میارم,1
سلام. ببینید نباید الکی و روی باد هوا به کسی امید داد یا ناامید کرد. دوست عزیز حتی اگر درصد ریاضی شما رو 20 در نظر بگیریم رتبتون تو منطقه 2 بین 6500 تا 7000 میاد. البته بازم به خدا توکل کن و انشاءالله به رتبه دلخواهت برسی.,0
زیر 5 هزار چون سخت بود,0
سلام بچه ها. با این درصدا ادبیات 45 /عربی 53/دینی 87/زبان 66/ریاضی 14/فیزیک 57/شیمی 60 به نظرتون رتبه کشوریم چند میشه؟ لطفا جواب بدید خدا خیرتون بده . خیلی استرس دارم.,1
سلام دوست عزیز. درصدات خیلی شبیه مال خودم هستش ، اگر منطقه 2 باشی بین 400 تا 500 منطقه میاری.,0
1800 کشوری,0
اگه منطقه 2 هستی زیر 500 میاری داخل منطقه,0
سلام به نظرتون داخل منطقه 3 با این در صد‌ها چند میشه ا 14/7 ع 4 د 13/3 ز 0 ر 12/7 فیزیک منفی 0/7 شیمی 14/3 به نظرتون در منطقه 3 تراز به 6500 می‌رسد؟,1
سلام دوستان در کنکور ریاضی کدوم سوال اشتباه اعلام شده است؟ممنون میشم اگه جواب گو باشید,1
اگه میشه ریپلای کنید میانگین تراز ریاضی کانون و درصد ریاضیتونو اگه کامل تصحیح کردید بگید، من تراز 6000 درصد 13,1
من 5800ولی 22درصد,0
من 6400 تقریبا 15,0
من ازمون شرکت نمی‌کردم ولی ریاضی12/7 زدم,0
سلام ببخشید با این درصدا منطقه دو به نظر چند میارم ادبیات 50 عربی 68 دینی 70 زبان 32 ریاضی 15 فیزیک 36 شیمی 15 زیر 1000 میشم؟,1
سلام دوست عزیز. زیر 1000 یه مقدار خوشبینانه هستش اما حتما زیر 1500 میاری. البته اینم بگم که هر چیزی ممکنه. امیدوارم به خواستت برسی.,0
تا 1200 نهایتا,0
بین هزار تا دو هزار میشین,0
ایشالا,0
لطفاً یکی جواب بده,0
بچه‌ها به نظرتون جواب کنکور کی میاد دقیق؟,1
دهم مرداد,0
8 مرداد,0
سوم چهارم مرداد میدن,0
ممنون میشم نظرتونو بدین بنظرتون با این درصدا رتبه در منطقه 1 ام چند میشه ؟ ادبیات37_عربی48-دینی 40-زبان60-ریاضی25-فیزیک34-شیمی23 به نظرتون رتبه در منطقه 1 ام زیر 3000 میشه ؟🔴,1
بین 2500 تا 3000 میشین احتمالا,0
سلام من ریاضیمو 22درصد زدم بنظرتون تخمین رتبه 99 چقدر اضافه کنم؟,1
60 بزن من از یک معلم پرسیدم 12/7 چند میشه گفت 40 حالا تو میشه 60,0
40 42 بزن,0
خواهش مندم جواب بدین,1
دوست من بزن داخل تخمین 99،و چون ریاضی رو صفر زدی نیا 20 درصد اینا اضاف کن (چون خوشبینانه میشه)شما مثلا 10 درصد اضافه کن بزن,0
تو منطقه سه ریاضی با فارسی_24 عربی_18 دینی_37 زبان_0 ریاضی_0 فیزیک_12 شیمی17 رتبه چند میشه,1
3700تقریبا,0
سلام لطفا جواب بدین بنظرتون با درصدای ادبیات 65 ، عربی 79 ، دینی 87 ، زبان 84 ، ریاضی 29 ، فیزیک 75 ، شیمی 46 چند منطقه دو میشم؟,1
سلام اگر درصد هات این باشه قطعا زیر 150 میاری انشاءالله و البته حدس واقعی خودم دو رقمی هست ولی میگم 150 که یه وقت اگر دو رقمی نشد نگی امید واهی دادم ...,0
300 200,0
بچه‌ها تو تخمین رتبه 99 به ریاضی چقدر اضافه کنم؟,1
بسگی به درصدد داره،اگه حدود 15 اینا زدی یه 20 25 اضاف کن،اگه زیر 10 زدی 10 15 تا اضاف کن (چون معلوم نیست اکه آسون بود کنکور بالا میزدید و بد بینانه در نظر بگیرید),0
ریاضی چند درصد زدی,0
کدوم سوالات کنکور ریاضی خارج از کتاب بوده ؟ لطفا شماره سوالات رو بنویسید,1
بچه‌ها لطفا هرکی میدونه بگه بااین درصدا زیر 1000منطقه 2میارم؟ادبیات 60.عربی 86.دینی 96.زبان 10.ریاضی 22.فیزیک 52.شیمی 27,1
بله منم تقریبا مثل تو ام یکم پایین‌تر فکر کنم 600 700 بشیم,0
سلام، من سر جلسه اصلا به اسم و کد دفترچه دقت نکردم ببینم مال خودمه یا نه، به نظر شما احتمال داره که دفترچه‌ی اشتباهی رو به مندادا باشن؟,1
نگران نباش رفیق هیچ وقت اشتباه نمیدن,0
سلام دوستان ریاضی منطقه1 با درصد‌های ادبیات 64 عربی 60 دینی 83 زبان 45 ریاضی 14 فیزیک 23 شیمی صفر با توجه به سختی کنکور میشه زیر 4000 منطقه 1 آورد؟,1
کنکور سخت بود ولی شیمی رو صفر زدی,0
حدود 5000 میارین احتمالا,0
مشخص نیست اصلا به درصد بقیه بستگی داره,0
سلام دوستان خوب هستید من منطقه دو هستم میخوام بدونم نظرتون در مورد رتبم تو منطقه چیه ادبیات 70/عربی 58/دینی 79/زبان 85/ریاضی 13/فیزیک 20 الی 23/شیمی 37,1
البته اگه با کلید سنجش تصحیح کرده باشی و درصد هات همبنا باشه،ولی قطعا زیر 1000,0
عمومی‌ها عالی زدی👏،،با توجه به سطح بالای ریاضی و اینکه تا حالا اتفاق نیفتاده بود و شرایط امسال و... حدود 700 اینا باید بشید,0
سلام..با‌این‌درصدا‌چه‌رتبه‌ای منطقه‌1‌میشه...ادبیات40..دینی55..عربی40...زبان‌5..ریاضی10...فیزیک14..شیمی20‌...لطفا‌‌بگین‌...مدیرثبت‌کن,1
سلام ..بااین‌درصدا‌چه‌رتبه‌ای‌منطقه‌1 میشه‌به‌نظرتون‌...ادبیات40...عربی45....دینی55...زبان5...ریاضی 10...فیزیک14...شیمی20...لطفا‌جواب‌بدین‌ممنون,1
حدود 5000 احتمالا ایشالله که بهتر ولی نظر منه,0
بچه‌ها خواهش‌میکنم‌اگه‌میدونید‌بگین‌🙏...مردیم‌از.استرس,0
بچه‌لطفا‌نظرتون‌رو‌بگین🙏,0
با درصدای ادبیات 50 عربی 70 دینی 60 زبان 70 و ریاضی5 و فیزیک 48 و شیمی 18 حدود 2000تا 2500 منطقه یک میشه؟ممنون میشم جواب بدیدد,1
بین 3000 تا 3500 احتمالا,0
سلام بچه‌ها بنظرتون با این درصدا زیر 1000منطقه 2 میارم؟فارسی 60.دینی 96.عربی86.زبان 10.ریاضی 22.فیزیک 52.شیمی 30,1
احتمالش هست,0
بچه‌ها اگه به علاوه درصدهاتون، ترازتون و اینکه در طول سال ریاضی چند میزدید بگید خیلی بهتر میشه رتبه‌ها رو تخمین زد,1
برای معادل سازی کنکور 99 با 1400 به درصد ریاضی باید چقدر اضافه کنیم,1
یه چیز دیگه میخواستم بگم،تو شهر ما یکی بود امسال از رشته ریاضی،ایشون داخل قلمچی همیشه 1 تا 10 کشور میشدن ترازشون 7800 اینا بود تا 7500 تا اونجا ک یادمه،درصداشو بهم گفت(خدا شاهده عین حرف خودش رو میزنم) عمومی ها:فارسی 70،دینی عربی 84،زبان 90 ،تخصصی:ریاضی 45 تا 50،،فیزیک هشتادو خورده،شیمی 75 حدودا....... بعد اون میگم 1تا 10 میشد داخل قلمچی چرا حرف اینا رو باور میکنید؟!,1
سلام‌به‌همه ...به‌نظرتون بااین درصدا میتونم دبیری ریاضی فرهنگیان بیارم‌‌‌...ادبیات40...عربی50...دینی60...زبان 10...ریاضی‌10...فیزیک14....شیمی 20....منطقه1‌هستم....اگه میشه نظرتون‌روهم‌دررابطه با رتبه حدودی بگین ممنون میشم...لطفا ثبت بشه...,1
سلام بچه‌ها ....به نظرتون بااین درصدا امیدی به دبیری ریاضی هست یانه؟ادبیات 45....دینی60....عربی 50...زبان بین 5تا10....ریاضی 10....فیزیک 14....شیمی 20...خدایی راستشو بگین اگه میدونید ممنون میشم...راستی منطقه 1‌هستم,1
باشه‌ممنون‌از‌توضیحاتتون🌷,0
ببینید،احتمالش هست انشالله شهر ما با همین درصد‌ها قبولی داد پارسال ،ولی یه چیزی هست؛اونم اینکه قبولی قطعی رو رقیبایی که فرهنگیان شهر شما هستند مشخص میکنه ولی در کل امید هست چون قطعا دعوت به محاسبه میشید و انشالله میارید، نه اینکه غصه بخورید بگید نمیارم!،در حالی ک اصی هنوز نتایج اولیه نیومده و هیچی معلوم نی,0
من‌شیرازم‌..ینی میتونم‌دبیری ریاضی‌شیراز بیارم‌....بعدش من چون تخصصی‌هام‌کمه‌خیلی‌میترسم‌نشه,0
کاربر‌438...من شیرازهستم‌...ینی میتونم دبیری ریاضی شیراز قبول بشم؟,0
بله امید هست،فرهنگیان ک نیاز به درصد‌های 60 70 نداره خب،اما در کل معلومه امید هست،و بستگی به منطقه خودتون هم داره که کجاس,0
واقعا راس میگی,0
دوست عزیز چرا اینقدر ناامیدی؟! معلومه ک هست,0
سلام کسی میدونه چجوری درصدای 1400رو با 99معادلسازی کرد؟,1
سلام ریاضی رو 25 درصد بزار روش بزن,0
با ادبیات 4 عربی 7 دینی 8 زبان 6 ریاضی 1 فیزیک 5 شیمی 4 از ده چه رتبه ای میارم به نظرتون؟,1
سلام...یکم پاین‌تر که درصد دادید ج شما رو دادم..,0
زیر هزار میاد، معمولا تو آزمون‌ها ریاضی چند درصد میزدی؟,0
منطقه 2 ام,0
منطقه چند,0
اساتید برجسته‌ی کنکور همه از دم میگن کنکور رشته ریاضی امسال سخت بوده. چجوری بعضیاتون ریاضیتونو 40 تا 80 زدین؟😒😒😒 و بعد فیزیک و شیمیتون هم درصداش بالاس؟😔😔😔 الان منی که درصدای تخصصیم رو 40 بود تو آزمون‌ها و رتبم تو بد‌ترین حالت 4000 میشد همه‌ی تخصصیام در حد 10 درصد و 15 درصده و فقط عمومیام بالاس رو 70 اینطوراس. یعنی الان من باید خودمو بالای هشت هزار کشوری حساب کنم یا حتی ده هزار؟,1
خودتون رو نگران نکنید من پارسال کنکور دادم با حرف متخصصین اینجا باید 10 برابر رتبه واقعیم که اومد میشدم موفق باشید,0
دوست من باور نکنید بخدا اینا هدفشون فقط اعصاب خوردیه،سال 98 خواهر من کنکور داد(تجربی بود اون)میومد اینجا اصلا اعصابش خورد میشد میگفت با توجه به اینا و نظر بچه‌ها 3000 اینا میشم،خداشاهده 600 شد،این برنامه‌ها و حرفای بی اساس بوده و خواهد بود,0
الکی میگن,0
سلام‌‌خوب هستین‌..به‌نظرتون بااین درصدا امیدی به دبیری‌ریاضی هست‌..خواهش میکنم اگه میدونید بهم بگین ممنون میشم:ادبیات:45....عربی50...دینی60...زبان 10...ریاضی 10...شیمی20....فیزیک 14...خواهش میکنم بگین..ممنون,1
من درصدام شبیه شماس تقریبا به نظرتون زیر 4000میاریم ؟,0
نه منطقه 1 هستم...فک کنم منطقه1 رتبم بیشتر بشه,0
دوست من اگه منطقه 2 هستی احتمالا دور و ور 2000 میشی,0
نمیدونم والا...راس میگی‌...من که اصلا حالم خوب نیس,0
منم شبیه تو ام...عمومیام یه کوچولو از مال تو بیشتره و زبانو 80 زدم ولی فیزیک و ریاضی 10 درصد و شیمی 14 درصد زدم از مال تو کمتره...من زیر 7000 بیارم راضیم ولی اینقدر بچه‌ها اینجا درصدای بالا دارن میگن که منم مثل تو استرس گرفتم,0
خدایی‌راس میگی یا داری شوخی میکنی‌...من نمیخوام زیر 500 بشم همین زیر4000بیارم بسمه‌...مردم ازاسترس,0
خیلی خوبه فک کنم زیر 500 منطقه بیارید,0
سلام خوبید.درصدای من در 1400 زبان71 ادب60دینی84 عربی79 فیزیک60شیمی30ریاضی23.منطقه 3هستم.خواهش میکنم نظر بدید تا دلم آروم شه و بفهمم چی میارم.ممنون,1
رتبه شما به نظرم بین700تا800 منطقه سه بشه، مهندسی برق، مکانیک، شیمی، عمران میارید ولی شهرستان,0
خواهشا جواب بدید,0
سلام لطفا جواب بدید خیلی برام مهمه ادبیات:بین 35 تا 40 عربی:بین 35 تا 40 دینی:50 زبان:بین 35 تا 40 ریاضی:بین 5 تا 10 فیزیک:45 شیمی:10 به نظرتون نزدیک به 4000 منطقه 1 میشم؟فیزیک خواجه نصیر میخوام,1
میاری 4000,0
منطقه 1 بلد نیسم وگرنه حدودشو با توجه به کارنامه‌های پارسال میگفتم،توصیه میکنم از تخمین رتبه قلمچی استفاده کنید,0
با درصدای ادبیات 40 دینی 75 عربی 65 زبان 50 ریاضی 13 فیزیک 50 شیمی 35 منطقه دو زیر 1000 میارم؟,1
با درصدای ادبیات 40 دینی 75 عربی 65 زبان 50 ریاضی 13 فیزیک 50 شیمی 35 منطقه دو زیر 1000 میارم؟,1
600 اینجورا میشی مطمئن باش امسال سخت بوده بت قول میدم,0
با درصدای ادبیات 40 دینی 75 عربی 65 زبان 50 ریاضی 13 فیزیک 50 شیمی 35 زیر 1000 میارم؟,1
بعید میدونم ولی قطعا بین 1000تا 1500توی منطقه 2,0
سلام کسی از شهرستان کوهدشت و رومشگان هست؟ میشه بگین حدودا چند نفر کنکور ریاضی دادن؟حدودی,1
😆😆😆😆کل استان لرستان 1900تا بعد خود کوهدشت 600؟,0
600 نفر,0
سلام با درصد‌های فارسی : 55 - دینی :84 - عربی : 84 - زبان : 95 - ریاضی :20 - فیزیک:65 - شیمی 60 میشه زیر 200 منطقه 1 رشته ریاضی شد؟,1
من در مجموع یه مقدار بهتر از تو زدم و فکر میکنم حدودا 500-700 کشوری بشیم.,0
چرا سازمان سنجش کلید اولیه کنکور ریاضی فیزیک رو منتشر نکرده؟,1
سلام دوستان ریاضی منطقه1 با درصد‌های ادبیات60 عربی 60 دینی 83 زبان 45 ریاضی 14 فیزیک 25 شیمی صفر با توجه به سختی کنکور میشه زیر 5000 منطقه 1 آورد؟,1
من درصد هام اینجوریه رتبه حدودی کسی میتونه بگه ادب 36 عربی 75 دینی 56 زبان 80 ریاضی 25 فیزیک 69 شیمی 48,1
زیر1000,0
رتبه 800 -1000 منطقه یک و1300 تا 1600کشوری,0
