text,comment
ادبیات لغت وارایه آسون بود با یه سوال از چهار جزئی گذرا به مسند ومفعول آورده بودن یه یه سوال دیگه تشخیص مفعول ومتمم ومسند و10تا قرابت معنایی قرابت هم سطح سوالات نرمال بود وعربی هم ترجمه متن‌های بزرگ داده بودند وگزینه‌ها هم رو با فعل یا معرفه ویا نکره باید رد میکردی یه سوال از مستثنی و تحلیل صرفی عین الخطا میخواد یه سوال از ضرب المثل و سوال از حال داده بود در ترجمه دوتا عین الصحیح داده بود ودینی هم بیشتر از آیه‌ها وحدیث‌ها بود حفظی کم بود زبان هم گرامر وکلوز تست سخت بود,0
پاسخ قرابت 16 ب 17 ج 18 ب 19 ب 20 ج 21 الف 22 د 23 الف 24 ج 25 ااف,1
سوال 25 میشه گزینه 4,0
مطمئنین اینا درسته ؟,0
آقا همه سوالای قرابتو درست زدم به جز 20 بیست چرا سه میشه ؟,1
من حتی سوال 20 هم زدم و همه قرابتام درسته ❤ حالا ی عده چرا اینقد تخریب روحیه میکنن نمیدونم ولی اگه دروغ بگین و آرامش بقیه رو بریزین بهم خدا ازتون نگذره 🙄🙄,0
دادا دمت گرم من معنی عربیشو اشتباه گرفته بودم,0
سلام مفهوم کلی بیت: مبارزه با فرعون به وسیله نرمی سخن گزینه1: راضی بودن به سرنوشت گزینه2: عجز و ناتوانی گزینه 3: با مدارا حتی می‌توان کوه را هم جا به جا کرد گزینه4: این گزینه هم زیادی پرته مناسب‌ترین گزینه همون 3 هست,0
سلام دوستان من سوالات رو پیدا کردم... هر کی گفت سخت نیست یا دروغ گفت یا فکر میکرد خوب زد... چون سوالات عربی یه عالمه مطلب از نظام قدیم داشت حدود 3 یا 4 سوال,1
چرا جو میدی کدوم مطلب نظام قدیم؟ دقیقا کدوم سوال ؟تقریباهمه سوالات قابل حل بودن اینو فقط بچه‌ها نمیگن اساتیدی هم که حل کردن گفتن اکی بوده . من خودم خیلی خوب ندادم و وقت کم آوردم اما واقعا غیر از چند مورد همه سوالا خوب بود,0
من رو عربی حساب کردم🤣,0
پاسخنامه امروزو از کجا بیارم؟,0
کاش سوالات کلا بیرون نمیومد من ک حوصله تحلیل ندارم😭 همه تحلیل کردن من عقب مونده شدم,1
عزیز الان وقت استرس گرفتن برای این چیزا نیست,0
بچه‌ها کنکور هنر رو ادبیات 56 زدم خوبه ؟,1
40 به بالا برا 3 تا رشته اس,0
بچه‌ها شما بعد کنکور جوابا رو چک میکنین؟استرس نمیگیرین؟,1
مجبوریم داداش چیکار کنیم یه ماه منتظر بمونیم ببینیم چی میشه که بدتره,0
منظورم کنکور اصلیتونه,0
با این وضع دگ نمیشه چک کرد که,0
مث روش سه روز یکبار باهاش برخورد میکنم من... فکر میکنم کنکور پارسال رشته هنره,0
بچها سوال 20و 22 فارسی کسی بلده,1
به نظرم 20 میشه 3 و 22 هم 4,0
بیستون دو چهار فک کنم,0
بیست دو فک کنم,0
باید فرم بپوشیم؟,1
نه... هر لباسی که راحتی,0
کنکور هنر رو از کجا دانلود کردین,1
بچه کانال فرهنگیان همه سوالارو گذاشته تحلیل هاشم همینطور.,1
آدرسش رو بگو من پیدا نمی‌کنم,0
بچه‌ها من قرابت نقطه قوت بود الان نمیتونم بزنم مال هنر چه غلطی کنم حالا ؟!؟ تمام سوال هاش بین دو گزینه موندم,1
معمولا وقتی بین دوتا گزینه گیر میکنو میرم سراغ مفهوم دوم بیت... معمولا جواب میده چون گاهی اون مفهوم اصلیه که در نظر گرفتیمش مد نظر طراح نبوده,0
همرو بین دو گزینه شانسی بزن بازم شانس خوب زدن داری من دقیقن سر قرابتش این کار کردم و به نسبت خوب زدم,0
عزیز من نگران نباش شاید اون امتحانت اینجوری نباشه,0
خدایا تورو به ابروی امام جواد که ایشون به بابلحواعج معروفن تو خودت نه هیچ کس دیکه پشت پناه همه بچه هاباش. و هرکس انشالله مزد زحمتاشو ببینه🙏🙏,1
سلام یه سوال داشتم به ساعت فلزی گیر میدن ؟,1
بچه‌ها به ساعت دیجیتال گیرمیدن ؟,0
فلزی هوشمند اره,0
سلام، ساعت هوشمند ممنوعه ولی عقربه ای موردی نداره,0
التماس دعا از همگی ):,1
برو خدا بزرگه,0
کلید سوالک از کجا نگاه میکنید؟,1
دوستان عربی سوال 40 رو کسی میدونه . لطفا بگید ...به خاطر مغایرت در مع فاعله جوابه گزینه 2؟,1
خیلی غلطه؟ سوال غلطه پس؟ عین صحیح بوده؟,0
دوست عزیز فعل ثلاثی مجرده پس نمتونه جزو هشت باب باشه و افعل خیلی غلطه براش,0
عین خطا//// گزینه اول گفته ماضی افهم/ گزینه دو گفته مع فاعله متفاوت با بقیه/ گزینه سوم هم گفته ماضی آن فهم//////حالا کدومه؟,0
2 و 3 درستن مشکلش چیه از نظر من درستن,0
جواب میشه گزینه 1 چون یفهم وزن مصدرش افعال نیست,0
هم 1 هم 2 هم 3 همه میشند . پاسخشم تو پاسخنامه‌ی یارو نبود ...,0
چرا غلطه؟,0
جواب گزینه یکه مصدر میشه تجهیز بر وزن تفعیل,0
کلا این سوال غلطه نه؟,0
باورم نمیشه فردا آخرین روزه و بعدش دیگه تموم:),1
سلام بچه ها،امیدوارم همگی نتیجه زحماتتونو ببینین،من داوطلب کنکور زبانم،با درصدای ادبیات 56 عربی60 دینی 84 زبان 88 و زبان تخصصی 50 رتبم چند میشه؟با وضع عمومیای امسال زیر هزار میشه؟!,1
اگه خیلی اذیت شدین میتونستین جواب ندین،کاش قلم چی واسه زبانم تخمین رتبه داشت,0
داداش نمیشه قطعی گفت ولی من پارسال با درصدای ادبیات 73 عربی 84 دینی 68 زبان عمومی 52 و زبان اختصاصی 40 رتبه 194 منطقه سه رو آوردم البته من تجربی ام و زبانو همینجوری شرکت کرده بودم موفق باشی,0
مگه ما چن بار کنکور 1401 دادیم و چند بار کارنامه اومده واسمون :/,0
نسل اینایی ک درصد میزارن رتبه میخان هنو منقرض نشده؟,0
داخل سایت کنکوریها سوالات هست ولی کیفیتش یه کم پایینه ودینی نیست زبان هم ناقصه تا سوال86 است خواستید برید نگاه کنید عربی وفارسی کامله,1
واقعا فاز بعضیاتون چیه؟ از صبح میگید ادبیات آسون بود و همه بالا میزنن و وای امسال چقدر رقابت سخت میشه حالا میبینی به غیر از چند تا سوال لغت و املا و کمی هم آرایه بقیه در حد کنکور‌های 99 و 1400 عه حتی قرابت کمی سخت‌تر در ضمن پارسال هم ادبیات هنر کمی راحت‌تر از تجربی بود من هنر 55 زدم تجربی 41,1
موافقم از صبح الکی جو میدادن قرابت حتی یکم سختر بود,0
سلام وقت همگی بخیر این ک تا الان نیومده دیگه بیخیالش فقط بچه‌های ریاضی انسانی خواهش میکنم بگید چجوری بود سوالا مرسی 🙂,1
بچه‌ها من به سوالای عربی و ادبیات نگاه کردم هر کدومو تقریبا30 درصد زدم زبان 19 سوالو جپاب دادم که 10 تای اول طبق سوالایی که الان دیدمشون درست بودن دینی هم فقط به 3 سوال پاسخ ندادم ب فرض درست بودن اکثر سوالای دینی و زبان وضعیتم چطور بوده؟,1
خوبه نگران نباش,0
با سلام خدمت همه سوال تاریخ ادبیات مثل 99 و 1400 بود یا تغییر کرده بود,1
شما هم یکی از اون جو دهنده‌ها هستی... اصلا سوال تاریخ ادبیات نداشتیم...!,0
کلا سوالی از تاریخ ادبیات نیومده بود و به جاش قرابت ده تست اومده بود,0
دوستان عربی سوال اول واقعا میشه گزینه دو؟,1
بلی درسته,0
گزینه‌ها متفاوته عزیز کلید‌ها 4 نوع هستند,0
سلام ، دلیل قرار ندادن سوالات در سایت رسمی سازمان سنجش به شرح مذکور است : به دلیل اینکه طراح سوالات قسمت ریاضی فیزیک و شیمی در رشته ریاضی و تجربی مشترک اند و طراح سوالات درک عمومی ریاضی و فیزیک با ریاضی و فیزیک تجربی و ریاضی یکی اند به همین خاطر به دلیل لو نرفتن تیپ سوالات جدید و نحوه سوال دهی جدید ، از قراردادن فایل سوالات تا پایان کنکور سراسری خودداری نموده تا نتایج نهایی عادلانه‌تر باشد ، انتهای پیام /,1
تا پارسال میدادن الان نمیدن . ولی ای کاش میدادن خیلی وقته منتظرم بدن مگه چی میشه بدن ؟,0
خواهشا یچیزی سردرنمیارید نگید تا پارسال میدادن,0
ببینید این بحث تموم کنید . ادبیاتش در حد پارسال بود یه کوچولو سخت‌تر . . عربیش یکمی سخت‌تر . دینی تقریبا یکم سخت‌تر از پارسال بود . زبانش هم در حد پارسال. به طور کلی 10 درصد از پارسال سخت‌تر بود,1
نه عربیش تکراری بود میشه گفت متوسط یکم پایین‌تر دینی ندیدم ولی فارسی یکم سختر بود,0
دقیقا ، از 1400 سخت‌تر بود .,0
بچها واقعا انرژی زا نمیشه ببری؟😐,1
تو بطری بریز ببر . به قوطی فلزیش به احتمال زیاد گیر بدن . منم میبرم,0
من پارسال بردم چیزی نگفتن به حوزه ربط داره,0
میره باشگاه مگه😒,0
یکی جواب منو بده🙄,1
چیه سوالت,0
سوالای عربی و دینی و ادبیات داخل کانالا هست برین نگاه کنین. اکثر کانتلای کنکور گزاشتن. یا برین داخل سایت کنکور دات این,1
ببخشید گزینه 1 یا 4؟,1
گزینه1,0
گزینه یک,0
سلام دوستان . سوال ادبیات اینکه دوباره سبز میشویم گزینه‌ی 4 هست یا 3,1
4 بهتره انگار نه؟,0
به نظرم دنبال سطح سوالات نباشید چون از کسانی که هنر دادن نمیشه به نتیجه ای رسید چون سطح همه یکسان نیست یکی کم خونده یکی بیشتر خونده یکی میگه آسونه یکی میگه سخته . فقط به کنکور خودتون فکر کنید و به خودتون ایمان داشته باشید و باور کنید اگر زحمت کشیدید قطعا نتیجه میگرید چه سخت باشه یا چه آسون از خودتون به اندازه ای که خوندید انتظار داشته باشید و بچسبید به خدا که همه چی دست اوست .,1
دقیقا فقط خدا,0
خدایا خودت کمکم کن خدا بدادم برس خودت برام آسونش کن من فقط امیدم به توست ناامیدم نکن,0
توکل کن بر خدایت کفایت میکند حتما ...,0
برای اونایی که میگن پلمپو چجوری باز کنیم اصلا استرس نداره خیلی راحت، مثل باز کردن چیپس از دو طرف بکشید راحت باز میشه,1
با مداد هم میشه سوراخش کرد و راحت بازش کرد,0
دوستان کسایی ک فقط رفتن نظر بدن خواهشا ادبیات بالا 50 خوب بود امروز مثلن برا پزشکی کافی بود؟,1
شما‌ها فارسیتون قویه یا من گند زدم؟((الله وکیلی راست بگین)),0
من عمومی هام کلا 55 دقیقه طول کشید عربی 70 زبان 68 ادبیات 76 دینی 78 تونستم بزنم از بقیه زمان هم برای چک کردن سوالات استفاده کردم تجربیم,0
من الان زدم با تو 20 مین 70 زدم,0
سطح ازمون متوسط رو به بالا همین تمام خیالتون راحت خونده باشین انشالله خدا بخواد نتیجه رو گرفتین امشی رو اسانیا و ریاضیا براتون دعا میکنیم فردا برا ما تجربی‌ها دعا کنید,1
دمت گرم,0
کی دیگه سولارومیزارن,1
دادا رفت برای بعد کنکور وقت اومدن پاسخ میاد احتمالا مثل کنکور ارشد,0
ببینیم واعظی قراره چی بگه,1
سلام ابتدایی مدرسه معلم بودی ؟,0
سال قبل دفترچه عمومی کنکور هنر سخت‌ترین دفترچه بود امسال هم سخت‌تر از بقیه رشته هاست برا اینکه دفترچه اختصاصی شون راحته ( به نظر من خیلی راحت بود) طبیعتا انسانی وتجربی راحت‌تر از کنکور امروز هست,1
ن پارسال تجربی سختر از هنر بود و گفتن انسانی یا ادبیات یا عربیش سختر از هنره امسال,0
دقیقا باچه تخصصی اعلام می‌کنید که تخصص هنر بدون بودجه و منبع مشخص راحته؟!,0
عمومیاش از ازمون 3 تیر کانون واسه رشته ریاضی سخت‌تر بود؟,1
خیلی آسون‌تر بود,0
ادبیات ک نه,0
سایت کنکور دات این گذاشته برین ببینین,1
سوالات بنظر من نه میشه گفت اسون نه سخت مثل 1400 حتی سوال تکراری هم داشتیم دوستانی که شرکت کرده بودن سوال 35 تو عربی یادتونه؟ استاد موافقت کرد.... تو بخش ترجمه مثلا اون سوال برا خارج 1400 عمومی اومده بود اونجا هم سوال 35 بود,1
سلام اینقد ک میگین آسون بود آسون بود همشو زدیم بعد اعلام نتایج مشخص میشه چی زدین سوالاتم درحد متوسط بودن بیشتر کسایی ک الان تو نظرسنجی شرکت کردن یا کلا سره آزمون نبودن یا برای تخریب روحیه بقیه این کارو انجام دادن و امیدوارم تجربی حداقل سخت باشه و قضیه کنکور98 تکرار نشه ک باید برای رتبه خوب اوردن 90،100میزدی پس خوشحال نباشین ک آسون باشه,1
سلام اینطور که من شنیدم. قراره تا اخرین کنکور یعنی کنکور زبان. دفترچه سوالات رو منتشر نکنن. پس منتظر نباشین الکی. و بابت این سوال دوستمون هم اثر انگشت هم میزنی و امضا به اضافه ادرس. سعی کنین ادرس کوتاه انتخاب کنین,1
کی گفته؟,0
بچه ا،پایین پاسخبرگ فقط کدملی باید بنویسیم و نام؟اثر انگشت هم واجبه ایا؟ واینکه چطوری پلمب دفترچه‌ها باز کنیم؟,1
چ سوال‌های خفنی یعنی عالی آن😄,0
به نظرم اگه راحت باز نشد با نوک خودکارت بالاشو سوراخ کن که راحت‌تر باز بشه بدون اینکه اسیب بزنی به دفترچه و پاسخنامه ات,0
🤣وحشیانهه,0
من هم نحوه وحشیانه رو میپسندم,0
به صورت وحشیانه پلمپ را باز میکنیم,0
بچه‌ها سوالا رو از کجا میشه اورد؟ برای امروز رو,1
نذاشتن هنوز,0
چقد شانس دارین,1
ممنونم,0
سایتی رو نمیشناسید که کامل عمومی رو گذاشته باشه ؟,1
رییس سنجش عوض شده،مثل کنکور کارشناسی ارشد1401 سوالات چند روز بعد منتشر میشه بهمراه کلید،تو سایت کنکور دات آی ان و کانال تلگرامی میتونید برید و با کیفیت پایین دانلود کنین,1
اینو که یه ابله هم میدونه! منظورم این بود بچه‌ها دیگه نمیتونن بشینن تک تک سوالاتو بررسی کنن مث فیزیک و شیمی ریاضیا برای تجربیا :),0
بچه‌های هر گروه باهم مقایسه میشن . سوالا اگه بیاد همه اون گروه میتونه ببینه . اون گروهی ام که سوال ندیده .هیچ کدومشون ندیدن . پس بین رقبا که رتبه رو تعیین میکنن هیچ ناحقی به وجود نمیاد :),0
داشتم به این فکر میکردم که چقدر نامردیه یک گروه آزمایشی قربانی بقیه میشه! ناعادلانه بود که سوالات منتشر میشد و بچه‌های گروهای دیگه با آمادگی بیشتر میرفتن سرجلسه... هرچند که الآنم میبینم این ور و اون ور سوالا پخش شده 😊,0
اخر نفهمیدیم سطحش چطو بوده از ظهر که عربی دشوار بود الان شده در حد انتظار 😕,1
اینو به من یکی از دوستای نزدیک به تراز 7000 تجربی گفته. سوال‌ها جز قرابت بقیش مثل 1400 بود,0
سوالات در حد انتظار بود اصلا سخت نبود بنظر من البته فقط عربی و ادبیات تو سایت بود..,0
ادبیات به جز قرابت سطح معقول میخوندی میشد زد ولی قرابت سخت و سلیقه ای. عربی ترجمه خوب بود درک مطلب هم متوسط بود قواعد کمی سخت. دینی خوب زبان هم خوب,0
بچها من تجربی ام .امروز که هنر دادم ،یادم رفت اطلاعات دفترچه رو کامل کنم ولی پاسخ نامه رو کامل کردم . مشکلی پیش میاد؟😞,1
نه مشکلی نیس پارسال تو تخصصی تجربی برا منم اتفاق افتاد بعدش هیچ مشکلی پیش نیومد,0
میا میبرنت انفرادی,0
نه خیالت راحت,0
الله اعلم....,0
حتما مشکلی پیش میاد,0
سلام دوست عزیز مهم پاسخنامه شماست,0
کسایی که واقعا میرن واسه برنده شدن روز جمعه الان دارن تورق اخر میکنن به شدت پس لطفا برین تورق کنین و بیخیال سوالا شید هیچ سودی نداره,1
سوالات رو سایت کنکور دات این گزاشته . انگلیسی بزنید کنکور دات این برین دانلود سوالات 1401 هنر میاره,1
من نگاه کردم درستن و خود سوالات هستن,0
دوستان عزیز این‌ها تصاویری است که از جلسه از دفترچه‌ها گرفته شده و درستی و نادرستی این دفترچه‌ها معلوم نیست لطفا سوال هایی که خود سازمان می‌گذارد برایتان ملاک باشد.,0
اره درسته برید اونجا هستش,0
به دلیل اینکه رئیس سازمان سنجش عوض شده و ایشون اعتقادی به انتشار سوالات بعد از آزمون نداره، بعد یکی دو هفته سوالات رو با پاسخ کلیدی منتشر میکنه مثل آزمون کارشناسی ارشد 1401,1
دقیقا...,0
سلام بچه‌ها توی گوگل سرچ کنید کنکور فرهنگیان توی کانالشون ادبیات و عربی و زبان گذاشته,1
سطح سوالای عمومی واقعا خوب بود ...مخصوصا دینی و زبان خارجه ولی تخصصی‌ها واقعا عجیب سخت بود اصلا هم از سه تا آزمون جامع اخیر هیچ سوال مشابهی نیومده بود اکثرا منابع آزاد بود ....من یکساله توی کانون هستم و هیچ آزمونی رو از دست ندادم ..ولی این حق ما نبود...خیلی سطح سوالای درک عمومی و خلاقیت تصویری بالا بود,1
کنکور دات این ....گذاشته سوالارو از روی دفترچه عکس گرفته شده,1
بچه‌ها هرکی سوالای کنکور هنر رو داره اگه لینکی یا پیجی داره همینجا بزاره دیگه ما یه جوری کپی میکنیم😑,1
سرچ کن سوالات کنکور هنر 1401 ...یه سایتی گذاشته از روی دفترچه عکس گرفته شده,0
سرچ کن کانال کنکور فرهنگیان اونحا هست,0
خطاب به سازمان سنجش: ای کسانی که ایمان آورده‌اید سوالات رو بذارین توروخدا نصف جون شدیم انقد منتظر موندیم🤯,1
فوری طبق اعلام سازمان سنجش جهت ارتقاع سطح امنیت آزمون‌ها کلیه سوالات تا پایان تمامی آزمون‌های گروهای مختلف بر روی سایت قرار نمیگیرد,1
جدی جدی یا شوخی؟,0
تموم شد برین بخوابین:),0
تو تلگرام هست,0
کلا سوالای ادبیات و عربی به نظرم خوب بود ولی من استرس داشتم وقتمو تنظیم نکرده بودم 😑قاتی کردم,1
دوستان دقت کنید قرابت نسبتا سخت بود.در کنکور ریاضی یا تجربی احتیاط کنید در قرابت,1
وا چرا سوال نمیاد😐,1
چقد آسون بود خدایا شکرت انشالله تجربی هم واسم همینطور باشه.رفقا محتوا سوالا از 97 هم آسون‌تر بود,1
لطفا دروغ نگید و استرس الکی ایجاد نکنید,0
الکی تحلیل نکنید,0
خواهشا بیا پایین.,0
کاش میدونستی 97 سخت بوده😐,0
پس معلومه همشو غلط زدی,0
سوالا که هنوز نیومده چی میگین؟,0
پارسال که کنکور تجربی سخت بود، کنکور ریاضی و هنر هم سخت بودن؟,1
پارسال عمومیای هنر خوب بود عمومیای ریاضی تجربی هم خوب بود ولی سر کنکور ریاضی ، ریاضیشون سخت بود ریاضی تجربی هم سخت بود,0
عمومیاشو که من پارسال حل کردم خیلی اسون بودن..,0
ریاضی که سخت بود,0
ساعت دیجیتالی ساده بدون هیچ امکاناتی نمیشه ببریم؟,1
نه نمیشه . عینا اعلام کردن که اجازه نمیدن .بهتره برای اینکه اونجا بهت گیر ندن یه ساعت ساده ببری . هم خیال خودت راحته هم استرس الکی نداری,0
میشه من برده بودم,0
سوالارو بزارین مام عمومیاشو ببینیم دیه بالام جان,1
ای بابا پیر شدم که,1
سازمان سنجش چرا اینطوری میکنه خب پخش کن راحت شیم 5 ساعته امتحان تموم شده,1
میخوان کانالایی که سوال رو میذارن شناسایی کنن و تقلبارو کم کنن,0
بچه‌ها تو آپارات سرچ کنید تحلیل عربی و ادبیات رو میاره. نمیدونم تا چه حد صحت داره که همونه یا نه ولی به هرحال-,1
دادا سایت سنجش همیشه سوالارو میده بعد معلما ازش پیرینت میگیرن میان حل میکنن دفترچه سوالایی هم ک جمع میکنن حق پخش ندارن اگه الان سوالا پرونده باشه امنیت آزمون مشکل داشته نمیشه,0
سلام سوالارو از کجا پیدا کنیم؟,1
ما گشتیم نبود نگرد نیست,0
سنجش گفت ساعت 9 به بعد احتمالا,0
به احتمال 80درصد فردا میزارن,0
سوال‌ها هنوز نیومدند یا من پیدا نمیکنم؟,1
نیومده,0
همچنان صبر و صبر و صبر ....✒️,1
دوستان سر جلسه امروز خوراکی چی دادن؟بگید نببریم,1
کیک و اب,0
اب و بیسکوییت,0
شما یه آب و خوراکی خشک ببر مث بیسکوئیت.اگه خودشون دادن هم بیار خونه تون,0
بچه‌ها عربیش رو از کجا اوردید حداقل بگید اون تحلیل کنیم😭,1
